,HCPCS_CODE,CLNDR_HCPCS_YR_NUM,LONG_DESCRIPTION,SHORT_DESCRIPTION,PRICE1,PRICE2,PRICE3,PRICE4,MULT_PI,CIM1,CIM2,CIM3,MCM1,MCM2,MCM3,STATUTE,LABCERT1,LABCERT2,LABCERT3,LABCERT4,LABCERT5,LABCERT6,LABCERT7,LABCERT8,XREF1,XREF2,XREF3,XREF4,XREF5,COV,ASC_GRP,ASC_DT,OPPS,OPPS_PI,OPPS_DT,PROCNOTE,BETOS,TOS1,TOS2,TOS3,TOS4,TOS5,ANEST_BU,ADD_DT,ACT_EFF_DT,TERM_DT,ACTION_CD
120,GW,2020,Service not related to the hospice patient's terminal condition,Service unrelated to term co,,,,,,,,,4175-5,,,,,,,,,,,,,,,,,D,,nan--,,,nan--,,,,,,,,,2002-01-01,2002-01-01,nan--,N
121,GX,2020,"Notice of liability issued, voluntary under payer policy",Voluntary liability notice,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2010-04-01,2010-04-01,nan--,N
122,GY,2020,"Item or service statutorily excluded, does not meet the definition of any medicare benefit or, for non-medicare insurers, is not a contract benefit",Statutorily excluded,,,,,,,,,,,,,,,,,,,,,,,,,,S,,nan--,,,nan--,,,,,,,,,2002-01-01,2007-07-01,nan--,N
123,GZ,2020,Item or service expected to be denied as not reasonable and necessary,Not reasonable and necessary,,,,,,,,,2000,,,,,,,,,,,,,,,,,M,,nan--,,,nan--,,,,,,,,,2002-01-01,2002-01-01,nan--,N
124,H9,2020,Court-ordered,Court-ordered,,,,,,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,,,,,,,,2003-01-01,2003-01-01,nan--,N
125,HA,2020,Child/adolescent program,Child/adolescent program,,,,,,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,,,,,,,,2003-01-01,2003-01-01,nan--,N
126,HB,2020,"Adult program, non geriatric",Adult program non-geriatric,,,,,,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,,,,,,,,2003-01-01,2003-01-01,nan--,N
127,HC,2020,"Adult program, geriatric",Adult program geriatric,,,,,,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,,,,,,,,2003-01-01,2003-01-01,nan--,N
128,HD,2020,Pregnant/parenting women's program,Pregnant/parenting program,,,,,,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,,,,,,,,2003-01-01,2003-01-01,nan--,N
129,HE,2020,Mental health program,Mental health program,,,,,,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,,,,,,,,2003-01-01,2003-01-01,nan--,N
130,HF,2020,Substance abuse program,Substance abuse program,,,,,,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,,,,,,,,2003-01-01,2003-01-01,nan--,N
131,HG,2020,Opioid addiction treatment program,Opioid addiction tx program,,,,,,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,,,,,,,,2003-01-01,2003-01-01,nan--,N
132,HH,2020,Integrated mental health/substance abuse program,Mental hlth/substance abs pr,,,,,,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,,,,,,,,2003-01-01,2003-01-01,nan--,N
133,HI,2020,Integrated mental health and intellectual disability/developmental disabilities program,Men hlth intel/dev disab pgm,,,,,,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,,,,,,,,2003-01-01,2014-01-01,nan--,N
134,HJ,2020,Employee assistance program,Employee assistance program,,,,,,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,,,,,,,,2003-01-01,2003-01-01,nan--,N
135,HK,2020,Specialized mental health programs for high-risk populations,Spec hgh rsk mntl hlth pop p,,,,,,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,,,,,,,,2003-01-01,2003-01-01,nan--,N
136,HL,2020,Intern,Intern,,,,,,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,,,,,,,,2003-01-01,2003-01-01,nan--,N
137,HM,2020,Less than bachelor degree level,Less than bachelor degree lv,,,,,,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,,,,,,,,2003-01-01,2003-01-01,nan--,N
138,HN,2020,Bachelors degree level,Bachelors degree level,,,,,,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,,,,,,,,2003-01-01,2003-01-01,nan--,N
139,HO,2020,Masters degree level,Masters degree level,,,,,,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,,,,,,,,2003-01-01,2003-01-01,nan--,N
140,HP,2020,Doctoral level,Doctoral level,,,,,,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,,,,,,,,2003-01-01,2003-01-01,nan--,N
141,HQ,2020,Group setting,Group setting,,,,,,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,,,,,,,,2003-01-01,2003-01-01,nan--,N
142,HR,2020,Family/couple with client present,Family/couple w client prsnt,,,,,,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,,,,,,,,2003-01-01,2003-01-01,nan--,N
143,HS,2020,Family/couple without client present,Family/couple w/o client prs,,,,,,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,,,,,,,,2003-01-01,2003-01-01,nan--,N
144,HT,2020,Multi-disciplinary team,Multi-disciplinary team,,,,,,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,,,,,,,,2003-01-01,2003-01-01,nan--,N
145,HU,2020,Funded by child welfare agency,Child welfare agency funded,,,,,,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,,,,,,,,2003-01-01,2003-01-01,nan--,N
146,HV,2020,Funded state addictions agency,Funded state addiction agncy,,,,,,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,,,,,,,,2003-01-01,2003-01-01,nan--,N
147,HW,2020,Funded by state mental health agency,State mntl hlth agncy funded,,,,,,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,,,,,,,,2003-01-01,2003-01-01,nan--,N
148,HX,2020,Funded by county/local agency,County/local agency funded,,,,,,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,,,,,,,,2003-01-01,2003-01-01,nan--,N
149,HY,2020,Funded by juvenile justice agency,Funded by juvenile justice,,,,,,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,,,,,,,,2003-01-01,2003-01-01,nan--,N
150,HZ,2020,Funded by criminal justice agency,Criminal justice agncy fund,,,,,,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,,,,,,,,2003-01-01,2003-01-01,nan--,N
151,J1,2020,Competitive acquisition program no-pay submission for a prescription number,Cap no-pay for prescript num,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2006-01-01,2006-01-01,nan--,N
152,J2,2020,"Competitive acquisition program, restocking of emergency drugs after emergency administration",Cap restock of emerg drugs,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2006-01-01,2006-01-01,nan--,N
153,J3,2020,"Competitive acquisition program (cap), drug not available through cap as written, reimbursed under average sales price methodology",Cap drug unavail thru cap,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2006-01-01,2006-01-01,nan--,N
154,J4,2020,Dmepos item subject to dmepos competitive bidding program that is furnished by a hospital upon discharge,Dmepos comp bid furn by hosp,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2010-01-01,2010-01-01,nan--,N
155,J5,2020,Off-the-shelf orthotic subject to dmepos competitive bidding program that is furnished as part of a physical therapist or occupational therapist professional service ,Dmepos comp bid fur by pt/ot,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2020-10-01,2020-10-01,nan--,A
156,JA,2020,Administered intravenously,Administered intravenously,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2007-01-01,2007-01-01,nan--,N
157,JB,2020,Administered subcutaneously,Administered subcutaneously,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2007-01-01,2007-01-01,nan--,N
158,JC,2020,Skin substitute used as a graft,Skin substitute graft,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2009-01-01,2009-01-01,nan--,N
159,JD,2020,Skin substitute not used as a graft,Skin sub not used as a graft,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2009-01-01,2009-01-01,nan--,N
160,JE,2020,Administered via dialysate,Administered via dialysate,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2013-07-01,2013-07-01,nan--,N
161,JF,2020,Compounded drug,Compounded drug,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2015-04-01,2015-07-01,2015-06-30,N
162,JG,2020,Drug or biological acquired with 340b drug pricing program discount,340b acquired drug,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2018-01-01,2018-01-01,nan--,N
163,JW,2020,Drug amount discarded/not administered to any patient,Discarded drug not administe,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2003-01-01,2003-01-01,nan--,N
164,K0,2020,Lower extremity prosthesis functional level 0 - does not have the ability or potential to ambulate or transfer safely with or without assistance and a prosthesis does not enhance their quality of life or mobility.,Lwr ext prost functnl lvl 0,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,1993-01-01,2003-01-01,nan--,N
165,K1,2020,Lower extremity prosthesis functional level 1 - has the ability or potential to use a prosthesis for transfers or ambulation on level surfaces at fixed cadence. typical of the limited and unlimited household ambulator.,Lwr ext prost functnl lvl 1,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,1993-01-01,1997-01-01,nan--,N
166,K2,2020,"Lower extremity prosthesis functional level 2 - has the ability or potential for ambulation with the ability to traverse low level environmental barriers such as curbs, stairs or uneven surfaces.  typical of the limited community ambulator.",Lwr ext prost functnl lvl 2,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,1993-01-01,1997-01-01,nan--,N
167,K3,2020,"Lower extremity prosthesis functional level 3 - has the ability or potential for ambulation with variable cadence.  typical of the community ambulator who has the ability to transverse most environmental barriers and may have vocational, therapeutic, or exercise activity that demands prosthetic utilization beyond simple locomotion.",Lwr ext prost functnl lvl 3,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,1993-01-01,1997-01-01,nan--,N
168,K4,2020,"Lower extremity prosthesis functional level 4 - has the ability or potential for prosthetic ambulation that exceeds the basic ambulation skills, exhibiting high impact, stress, or energy levels, typical of the prosthetic demands of the child, active adult, or athlete.",Lwr ext prost functnl lvl 4,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,1993-01-01,1997-01-01,nan--,N
169,KA,2020,Add on option/accessory for wheelchair,Wheelchair add-on option/acc,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,1994-01-01,1997-01-01,nan--,N
170,KB,2020,"Beneficiary requested upgrade for abn, more than 4 modifiers identified on claim",>4 modifiers on claim,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2003-01-01,2003-01-01,nan--,N
171,KC,2020,Replacement of special power wheelchair interface,Repl special pwr wc intrface,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2005-01-01,2005-01-01,nan--,N
172,KD,2020,Drug or biological infused through dme,Drug/biological dme infused,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2004-01-01,2004-01-01,nan--,N
173,KE,2020,Bid under round one of the dmepos competitive bidding program for use with non-competitive bid base equipment,Bid under round 1 dmepos cb,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2009-01-01,2009-01-01,nan--,N
174,KF,2020,Item designated by fda as class iii device,Fda class iii device,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2004-04-01,2004-04-01,nan--,N
175,KG,2020,Dmepos item subject to dmepos competitive bidding program number 1,Dmepos comp bid prgm no 1,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2007-07-01,2007-07-01,nan--,N
176,KH,2020,"Dmepos item, initial claim, purchase or first month rental","Dmepos ini clm, pur/1 mo rnt",,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,1994-01-01,1997-01-01,nan--,N
177,KI,2020,"Dmepos item, second or third month rental",Dmepos 2nd or 3rd mo rental,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,1994-01-01,1997-01-01,nan--,N
178,KJ,2020,"Dmepos item, parenteral enteral nutrition (pen) pump or capped rental, months four to fifteen",Dmepos pen pmp or 4-15mo rnt,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,1994-01-01,1997-01-01,nan--,N
179,KK,2020,Dmepos item subject to dmepos competitive bidding program number 2,Dmepos comp bid prgm no 2,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2007-07-01,2007-07-01,nan--,N
180,KL,2020,Dmepos item delivered via mail,Dmepos mailorder comp bid,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2007-07-01,2009-01-01,nan--,N
181,KM,2020,Replacement of facial prosthesis including new impression/moulage,Rplc facial prosth new imp,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,1996-01-01,2001-01-01,nan--,N
182,KN,2020,Replacement of facial prosthesis using previous master model,Rplc facial prosth old mod,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,1996-01-01,2001-01-01,nan--,N
183,KO,2020,Single drug unit dose formulation,Single drug unit dose form,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,1997-04-01,1997-04-01,nan--,N
184,KP,2020,First drug of a multiple drug unit dose formulation,First drug of multi drug u d,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,1997-04-01,1997-04-01,nan--,N
185,KQ,2020,Second or subsequent drug of a multiple drug unit dose formulation,2nd/subsqnt drg multi drg ud,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,1997-04-01,1997-04-01,nan--,N
186,KR,2020,"Rental item, billing for partial month",Rental item partial month,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2002-01-01,2002-01-01,nan--,N
187,KS,2020,Glucose monitor supply for diabetic beneficiary not treated with insulin,Glucose monitor supply,,,,,,,,,,,,,,,,,,,,,,,,,,D,,nan--,,,nan--,74.0,,,,,,,,1998-10-01,1998-10-01,nan--,N
188,KT,2020,Beneficiary resides in a competitive bidding area and travels outside that competitive bidding area and receives a competitive bid item,Item from noncontract supply,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2007-07-01,2008-04-01,nan--,N
189,KU,2020,Dmepos item subject to dmepos competitive bidding program number 3,Dmepos comp bid prgm no 3,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2007-07-01,2007-07-01,nan--,N
190,KV,2020,Dmepos item subject to dmepos competitive bidding program that is furnished as part of a professional service,"Dmepos item, profession serv",,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2008-01-01,2008-01-01,nan--,N
191,KW,2020,Dmepos item subject to dmepos competitive bidding program number 4,Dmepos comp bid prgm no 4,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2008-01-01,2008-01-01,nan--,N
192,KX,2020,Requirements specified in the medical policy have been met,Documentation on file,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2002-07-01,2002-07-01,nan--,N
193,KY,2020,Dmepos item subject to dmepos competitive bidding program number 5,Dmepos comp bid prgm no 5,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2008-01-01,2008-01-01,nan--,N
194,KZ,2020,New coverage not implemented by managed care,New cov not implement by m+c,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2003-10-01,2003-10-01,nan--,N
195,L1,2020,Provider attestation that the hospital laboratory test(s) is not packaged under the hospital opps,Separately payable lab test,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2014-07-01,2017-01-01,2016-12-31,N
196,LC,2020,Left circumflex coronary artery,Lft circum coronary artery,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,1997-01-01,1997-01-01,nan--,N
197,LD,2020,Left anterior descending coronary artery,Left ant des coronary artery,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,1997-01-01,1997-01-01,nan--,N
198,LL,2020,Lease/rental (use the 'll' modifier when dme equipment rental is to be applied against the purchase price),Lease/rental (appld to pur),,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,1984-01-01,1997-01-01,nan--,N
199,LM,2020,Left main coronary artery,Left main coronary artery,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2013-01-01,2013-01-01,nan--,N
200,LR,2020,Laboratory round trip,Laboratory round trip,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,1987-01-01,1997-01-01,nan--,N
201,LS,2020,Fda-monitored intraocular lens implant,Fda-monitored iol implant,,,,,,65-7,,,,,,,,,,,,,,,,,,,,D,,nan--,,,nan--,,,,,,,,,1991-01-01,1997-01-01,nan--,N
202,LT,2020,Left side (used to identify procedures performed on the left side of the body),Left side,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,1984-01-01,1997-01-01,nan--,N
203,M2,2020,Medicare secondary payer (msp),Medicare secondary payer,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2007-01-01,2007-01-01,nan--,N
204,MA,2020,Ordering professional is not required to consult a clinical decision support mechanism due to service being rendered to a patient with a suspected or confirmed emergency medical condition,Emer med cond susp/confirm,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2020-01-01,2020-01-01,nan--,N
205,MB,2020,Ordering professional is not required to consult a clinical decision support mechanism due to the significant hardship exception of insufficient internet access,"Auc hardship, insuf internet",,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2020-01-01,2020-01-01,nan--,N
206,MC,2020,Ordering professional is not required to consult a clinical decision support mechanism due to the significant hardship exception of electronic health record or clinical decision support mechanism vendor issues,"Auc hardship, vendor issues",,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2020-01-01,2020-01-01,nan--,N
207,MD,2020,Ordering professional is not required to consult a clinical decision support mechanism due to the significant hardship exception of extreme and uncontrollable circumstances,"Auc hardship, extreme circ",,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2020-01-01,2020-01-01,nan--,N
208,ME,2020,The order for this service adheres to appropriate use criteria in the clinical decision support mechanism consulted by the ordering professional,Order adheres to auc,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2020-01-01,2020-01-01,nan--,N
209,MF,2020,The order for this service does not adhere to the appropriate use criteria in the clinical decision support mechanism consulted by the ordering professional,Order does not adhere to auc,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2020-01-01,2020-01-01,nan--,N
210,MG,2020,The order for this service does not have applicable appropriate use criteria in the qualified clinical decision support mechanism consulted by the ordering professional,Auc not applicable to order,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2020-01-01,2020-01-01,nan--,N
211,MH,2020,"Unknown if ordering professional consulted a clinical decision support mechanism for this service, related information was not provided to the furnishing professional or provider",Auc consult not provided,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2020-01-01,2020-01-01,nan--,N
212,MS,2020,Six month maintenance and servicing fee for reasonable and necessary parts and labor which are not covered under any manufacturer or supplier warranty,6-mo maint/svc fee parts/lbr,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,1989-01-01,1997-01-01,nan--,N
213,NB,2020,"Nebulizer system, any type, fda-cleared for use with specific drug",Drug specific nebulizer,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2011-01-01,2011-01-01,nan--,N
214,NR,2020,New when rented (use the 'nr' modifier when dme which was new at the time of rental is subsequently purchased),New when rented,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,1984-01-01,1997-01-01,nan--,N
215,NU,2020,New equipment,New equipment,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,1984-01-01,1997-01-01,nan--,N
216,P1,2020,A normal healthy patient,Normal healthy patient,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2006-01-01,2006-01-01,nan--,N
217,P2,2020,A patient with mild systemic disease,Patient w/mild syst disease,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2006-01-01,2006-01-01,nan--,N
218,P3,2020,A patient with severe systemic disease,Patient w/severe sys disease,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2006-01-01,2006-01-01,nan--,N
219,P4,2020,A patient with severe systemic disease that is a constant threat to life,Pt w/sev sys dis threat life,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2006-01-01,2006-01-01,nan--,N
220,P5,2020,A moribund patient who is not expected to survive without the operation,Pt not expect surv w/o oper,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2006-01-01,2006-01-01,nan--,N
221,P6,2020,A declared brain-dead patient whose organs are being removed for donor purposes,Brain-dead pt organs removed,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2006-01-01,2006-01-01,nan--,N
222,PA,2020,Surgical or other invasive procedure on wrong body part,"Surgery, wrong body part",,,,,,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,,,,,,,,2009-07-01,2009-07-01,nan--,N
223,PB,2020,Surgical or other invasive procedure on wrong patient,"Surgery, wrong patient",,,,,,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,,,,,,,,2009-07-01,2009-07-01,nan--,N
224,PC,2020,Wrong surgery or other invasive procedure on patient,Wrong surgery on patient,,,,,,,,,,,,,,,,,,,,,,,,,,I,,nan--,,,nan--,,,,,,,,,2009-07-01,2009-07-01,nan--,N
225,PD,2020,Diagnostic or related non diagnostic item or service provided in a wholly owned or operated entity to a patient who is admitted as an inpatient within 3 days,Inp admit w/in 3 days,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2012-01-01,2012-01-01,nan--,N
226,PI,2020,Positron emission tomography (pet) or pet/computed tomography (ct) to inform the initial treatment strategy of tumors that are biopsy proven or strongly suspected of being cancerous based on other diagnostic testing,Pet tumor init tx strat,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2009-07-01,2009-07-01,nan--,N
227,PL,2020,Progressive addition lenses,Progressive addition lenses,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,1989-01-01,1997-01-01,nan--,N
228,PM,2020,Post mortem,Post mortem,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,,,,,,,,,2014-01-01,2014-01-01,nan--,N
229,PN,2020,"Non-excepted service provided at an off-campus, outpatient, provider-based department of a hospital",Non-excepted off-campus svc,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,207.0,,,,,,,,2017-01-01,2017-01-01,nan--,N
230,PO,2020,"Excepted service provided at an off-campus, outpatient, provider-based department of a hospital",Excepted off-campus service,,,,,,,,,,,,,,,,,,,,,,,,,,C,,nan--,,,nan--,207.0,,,,,,,,2015-01-01,2017-01-01,nan--,N
